Deal ID,Companies,Verticals,Company Country/Territory/Region,Year Founded,Company City,HQ Global Sub Region,HQ Global Region,HQ Location,Primary PitchBook Industry Code,Primary PitchBook Industry Group,Primary PitchBook Industry Sector,Deal Date,Time to Exit,Deal Type,Post Valuation,Raised to Date,Description,Investors,Shock_Category,Shock_Subcategory,Causal_Justification
251114-41T,Xunfei Healthcare Technology (HKG: 02506),Artificial Intelligence & Machine Learning,China,2016,Hefei,East Asia,Asia,"Hefei, China",Enterprise Systems (Healthcare),Healthcare Technology Systems,Healthcare,30-Dec-24,8,IPO,"1,287.34",91.86,"Xunfei Healthcare Technology Co Ltd is an AI-empowered healthcare solution provider, offering products and solutions that support a range of healthcare services, ranging from health risk warnings, early screening, auxiliary diagnosis and treatment, as well as treatment effect evaluation, to post-discharge management and chronic disease management. It has independently developed AI technologies that underpin its products and solutions. Smart Healthcare, Smart Hospital, Intelligent Hardware, Smart Medical Insurance, and Smart Imaging Union. The Company's revenue was mainly derived from PHC services and patient services.","China Merchants China Direct Investments (HKG: 00133), CICC Capital, Hefei Industry Investment Group, Zhongchengxin Group",Institutional & Regulatory Shock,Health IT / Insurance Expansion,Founded post-HITECH/ACA; business model enabled by EHR mandates or insurance market expansion.
254909-44T,Run:AI,"Artificial Intelligence & Machine Learning, SaaS",Israel,2018,Tel Aviv,Middle East,Middle East,"Tel Aviv, Israel",Business/Productivity Software,Software,Information Technology,30-Dec-24,6,Merger/Acquisition,700,118,"Developer of a cluster management platform designed for orchestrating and accelerating artificial intelligence infrastructures. The company's platform leverages deep learning and parallel computing technologies to create a high-performance compute virtualization layer and optimize, distribute, and manage training workloads transparently, enabling clients to optimize computer-related inefficiencies and experiment in short and cost-efficient cycles.",Nvidia (NAS: NVDA),Technology Shock,Cloud Computing,"Founded post-AWS launch; business model delivers software/services via the cloud, eliminating the need for on-premise infrastructure."
281225-44T,EverPro Technologies,Manufacturing,China,2013,Wuhan,East Asia,Asia,"Wuhan, China",Fiberoptic Equipment,Communications and Networking,Information Technology,27-Dec-24,11,Merger/Acquisition,296.37,93.3,"Developer of active optical cable series products for use in electronic product manufacturing. The company develops optical fiber and cable, integrated circuit products, OE engine, and other technical products, providing active optical cable related modules, optical fibers and cables, active optical cable products, USB3.0 SuperTT Dongle, cloud terminal products, and ultra high-speed connections for cloud terminal, machine vision, audio and video entertainment, video conferencing and digital signage.",Broadex Technologies (SHE: 300548),Technology Shock,Cloud Computing,Founded after the AWS S3/EC2 launch; business model relies on cloud infrastructure to eliminate capital expenditure on physical servers.
260886-88T,Minieye (HKG: 02431),"Artificial Intelligence & Machine Learning, Autonomous cars, Mobility Tech",China,2014,Shenzhen,East Asia,Asia,"Shenzhen, China",Electronic Equipment and Instruments,Computer Hardware,Information Technology,27-Dec-24,10,IPO,872.65,215.01,"Minieye Technology Co Ltd is an intelligent driving and cabin solutions provider, offering solutions for critical aspects of the driving experience, including piloting, parking, and in-cabin functions. It manufactures and sells intelligent driving products in the market and generates revenue from sales of driving assistance products (iSafety), intelligent navigation assistance products (iPilot), intelligent cabin products (iCabin), and also provides related spare parts and maintenance services. In addition, the group offers services and vehicle infrastructure cooperative systems to customers. Geographically, it generates a majority of its revenue from the People's Republic of China.",Horizon Robotics (HKG: 09660),Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
199572-94T,EP Equipment (SHG: 603194),"Industrials, Manufacturing",China,1993,Hangzhou,East Asia,Asia,"Hangzhou, China",Machinery (B2B),Commercial Products,Business Products and Services (B2B),24-Dec-24,31,IPO,"1,120.92",220.77,"Zhejiang E-P Equipment Co Ltd is engaged in research and development, production and sales of electric forklifts and other motorized industrial vehicles. Its products include Reach truck, Reach truck, Electric Picker, Electric transporter, etc.",,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
279237-88T,Intelligence Node,"Artificial Intelligence & Machine Learning, Marketing Tech, SaaS",United States,2012,San Francisco,North America,Americas,"San Francisco, CA",Business/Productivity Software,Software,Information Technology,24-Dec-24,12,Merger/Acquisition,100,10.42,"Developer of a retail analytics platform designed to automate retail pricing strategy. The company's platform specializes in the development of analytical products and services using a SaaS-based delivery model focused on price optimization as well as uses price and merchandising algorithms, enabling businesses to adjust the pricing and assortment to gain possible profit margins.",The Interpublic Group of Companies(Philippe Krakowsky),Technology Shock,Cloud Computing,Founded after the AWS S3/EC2 launch; business model relies on cloud infrastructure to eliminate capital expenditure on physical servers.
280606-06T,Invia Group,Artificial Intelligence & Machine Learning,Germany,2002,Leipzig,Western Europe,Europe,"Leipzig, Germany",Application Software,Software,Information Technology,23-Dec-24,22,Merger/Acquisition,252.04,,"Developer of an online traveling platform intended to help people travel the world. The company offers various products ranging from the traditional package tour to tailored individual trips, as well as information regarding the destinations, enabling travelers to find all their travel requirements on one platform.",Wirtualna Polska Holding (WAR: WPL)(Adam Rogaliński),Forced-Adoption Shock,Dot-com Bust (Creative Destruction),"Founded in the post-dot-com-bust window; leveraged cheap infrastructure, talent, and proven web technologies released by the bust's creative destruction."
265957-21T,Dobot (HKG: 02432),"Manufacturing, Robotics and Drones",China,2015,Shenzhen,East Asia,Asia,"Shenzhen, China","Computers, Parts and Peripherals",Computer Hardware,Information Technology,23-Dec-24,9,IPO,966.75,199.36,"Shenzhen Dobot Corp Ltd is engaged in the development, manufacturing and commercialization of collaborative robots, or commonly known as cobots. It has a focus on industry innovation, particularly in cobot safety measures and AI capabilities, by introducing the flexible e-skin technology, SafeSkin, and launching AI-empowered cobots underpinned by an AI-cobot empowering platform, X-Trainer. It has nearly 27 cobot models in four series, catering to numerous use cases in manufacturing, retail, healthcare, STEAM education, scientific research settings, and many more. The company's products include CRA Series, Nova Series, CR Series, etc.",,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
280454-95T,EvolutionIQ,"Artificial Intelligence & Machine Learning, Big Data, InsurTech, SaaS",United States,2019,New York,North America,Americas,"New York, NY",Business/Productivity Software,Software,Information Technology,23-Dec-24,5,Merger/Acquisition,730,63.45,"Developer of a claim guidance platform designed to detect fraud. The company's platform improves claims processing, tracks team productivity, and finds fraud trends by reducing reserves and losses, cycle times, adverse events, lowering expenses, and higher customer satisfaction, enabling clients to get a fraud detection dashboard and making insurance more fair, transparent, and affordable.",CCC Intelligent Solutions (NAS: CCC)(Githesh Ramamurthy),Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
279395-65T,NJ Bio,Life Sciences,United States,2018,Princeton,North America,Americas,"Princeton, NJ",Other Pharmaceuticals and Biotechnology,Pharmaceuticals and Biotechnology,Healthcare,20-Dec-24,6,Merger/Acquisition,115,5.62,"Operator of a biotechnology and pharmaceutical contracting company intended to provide integrated chemistry and biology services. The company provides services such as multistep organic synthesis, medicinal chemistry, bioconjugation, antibody-drug conjugates and flow chemistry, enabling clients to accelerate their product development programs and research needs.",Cohance (BOM: 543064)(Vivek Sharma),Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
240589-81T,Youxin Cloud (NAS: YAAS),"CloudTech & DevOps, SaaS",China,2018,Guangzhou,East Asia,Asia,"Guangzhou, China",Business/Productivity Software,Software,Information Technology,20-Dec-24,6,IPO,150.98,21.75,"Youxin Technology Ltd is a SaaS and PaaS provider committed to helping retail enterprises digitally transform their businesses to develop, use and control business applications without the need to purchase complex IT infrastructure. The company leverages the technologies used to develop its PaaS platform to standardize customized customer relationship management, or CRM, services to its clients that seamlessly connect all levels of the retail chain from management teams to customers. Its products give its retail clients a comprehensive view of their business operations in real-time on multiple interfaces, allowing them to make critical business decisions anytime and anywhere. Geographically operates in PRC, Hong Kong, and Cayman Island.",,Technology Shock,Cloud Computing,"Founded post-AWS launch; business model delivers software/services via the cloud, eliminating the need for on-premise infrastructure."
